"account","industry","score","tier","confidence","borderline","last_updated","ai_hiring_score","ai_hiring_conf","ai_hiring_src","ai_announce_score","ai_announce_conf","ai_announce_src","cloud_score","cloud_conf","cloud_src","global_score","global_conf","global_src","dc_score","dc_conf","dc_src"
"Fiserv","Financial Services","76","Tier 2","32","no","2026-09-07","78","0.3","","77","0.75","https://news.google.com/rss/articles/CBMixgFBVV95cUxPbjFnd0JPT1JzcGRGbThyUm9MWUJxeUtVbGJycmNRUl9YVDZYSktBaFh0XzVicU1zMDA1ZzN4T1JLRmpOSGJsUUJocjZHUXY2SThrcmlHYjNiLVJ3VGE4dVVKZ1RxdlNRaGJvaDJvLXJRM18wZVZ3ZkpkZkRIOEpweFMzODNzMEhjcXBKWE5xN25TTWEwdl9IZGh4bmRRek1MMmZJdnpEd2lMSXhGTUxGQWRjdXZidGREYkZIZ0lCbThKakdQamc?oc=5","84","0.3","","80","0.3","","44","0.3",""
"Global Payments","Financial Services","76","Tier 2","32","no","2026-09-07","78","0.3","","78","0.75","https://news.google.com/rss/articles/CBMif0FVX3lxTE9UZm0tQW42MEpNR1JqZ2ZHYXZFY1JFXzRHa290Ni1Hb1pDZ2d4X0M5TzdhVlJ2MWwxLVpyMXZQM2xyMGtOT1BxTWdhNEt6cWF0WElWY0docG96Y0lsbXR3a2tsTU9pLXJvNzRFZ0ZwSUxzZmtGQmhjY2UzZTYyNnc?oc=5","84","0.3","","80","0.3","","44","0.3",""
"AbbVie","Healthcare","76","Tier 2","32","no","2026-09-07","70","0.3","","80","0.75","https://news.google.com/rss/articles/CBMipgFBVV95cUxORWVQak9kbjBhT2JOQTFzZzdmMkRsa19aR3lzZ2Y4RW4xOE5kNXVOLTl1b3hYUzlWZHVhR0hobnhXRmI1YmNDSDFVUy1RQWFVeFo3R1dzNWRYa01ubW8yM29lZVcwOVBnVFViWEtNdE1ZYTZnMmFHVTFkWkJUbXlYY2trczhMMDd0T3A2NDlId2tDZ3RhN3NWNnJBTnhnWk1QX0x2Q3h3?oc=5","74","0.3","","94","0.3","","46","0.3",""
"Cummins","Manufacturing & Industrial","76","Tier 2","33","no","2026-09-07","72","0.3","","85","0.75","https://news.google.com/rss/articles/CBMimAFBVV95cUxQdzVFNnhmTmFvdjRUN1ktdnV1VHl5YmNfeGVDMW9FZEpzbjVUc0lxemstM0tEU1Z0cTlmSjYzbUdVeDdUbnBEZEZEMVg2MEhHdUxGQzBzZnJQR0IwSzdlYm5QOE1tN3h5WExnbkRKQ05sNG1MekNsVUVnNVdZSk93d2lRd3FsZ05salVKRlJESGhGbTJwRWpYag?oc=5","72","0.3","","88","0.3","","46","0.3",""
"Walmart","Retail & Consumer","76","Tier 2","33","no","2026-09-07","80","0.3","","89","0.75","https://news.google.com/rss/articles/CBMiowFBVV95cUxQM1RYclJTeXhneHRab29CZFZjWWRjTkpDdEN2T0lyVDRvaVVIZG1TUk5Sdk02N1FLcUUyZ0Z5X3VsejRybnlmTW9CbE9OZmtMSnRwN216WGFpV0dXQl9NeDVUUThtLW0xRjJmbTU5RFE2Tmw2QWF0dE5scXhVWXZpRTRuWlJjNnJqeEFKcGlWb2FwbThlU180ZnJnYll0amlCQ0VB?oc=5","82","0.3","","58","0.3","","54","0.3",""
"McDonald's","Retail & Consumer","76","Tier 2","32","no","2026-09-07","72","0.3","","77","0.75","https://news.google.com/rss/articles/CBMipwFBVV95cUxPUUVULWJBUWRlZUFzSmJiZExmbm4xZHRNVXBtS0ctUWRmYlh0aG9pazFzMVBEd051Vk9kLVdKVHBKOVR6ZmVsdDkzbUFra1pZbXBEOHlxODF5Tml4TTZPLW54bWRLSTZ6WmZEdlcxU3hnM1QzNWhSN3o2X1JTajhvaEtoQmVReGpLVTQya1VGLW9kbktPQkpQNTUxTndYd0Vqa2VnSVJkONIBrAFBVV95cUxNdEpzcHUtdm93Tkl0QzRHSmVhQ1pJOW9iZW1PZFpKcFV3Umx2eDJUb2l1eG95QjNnbmkwMlpzV051RExTVEVNaXpnRW9OU29jWGk1M1VjSC1XRFpWZnBaOHY1bkhReUpGelVqSmViUnZIWHdtNmx1SkViZXZvQkozTGo4RnRHS2xMbHZ0THdqVHYwOURXb3dETFJ2aEQ4WXlfcmdhamU1azBfalVy?oc=5","76","0.3","","100","0.3","","36","0.3",""
"Comcast (NBCUniversal)","Media & Entertainment","76","Tier 2","26","no","2026-09-07","80","0.3","","69","0.75","https://news.google.com/rss/articles/CBMijAFBVV95cUxOM3p0UmZDM05Ja2phR215T3FUdHZTRjd0WXByYWFFREF1YnZpaEI3NUg2SXVXLTVSX1dDeFc5Q0lYdUsxRXp4SW1VcnYwM0didkk5UnpxZHVMNHhNMW9iamtDUFBLU0JNTFNDajFrSHBoSEthM1puWllZRGdnLTRiT0VpX1NxMFZROHg0VA?oc=5","86","0.3","","84","0.3","","44","0.3",""
"Lockheed Martin","Manufacturing & Industrial","75","Tier 2","33","no","2026-09-07","74","0.3","","85","0.75","https://news.google.com/rss/articles/CBMisAFBVV95cUxNTGlaMklOUEs1YndJQkZHRjJtdktKUC1qQjM2bXA4OGtsakdPdHNBY1V6UzVGWkZtNmJqcmZYTmttSm9CeVJtTDFBcmJyZURBRTM4WmloTzNseWx0R1pzLTNPcTgtT29FLTZlS3NvZUZQZG03UXNvMFV2ZnlOMVRFR2VHekQ5SllhdmhBWGNiVldfT0pLYl9rMjByT0Q0TE1xYTRZLW00a2F2NkN6amVTcw?oc=5","72","0.3","","84","0.3","","44","0.3",""
"RTX","Manufacturing & Industrial","75","Tier 2","33","no","2026-09-07","74","0.3","","85","0.75","https://news.google.com/rss/articles/CBMioAFBVV95cUxQS1MzSV9taFJlSXR4ZTFhakY5MExZNTdsU01Wc1hjQVY3eURacXZScEduZWR1UzgydWU1WHktdDhzSWNIdzg5QTJhY1g2OEZvbmd4bzFBRE1JQUM5WGthd2FmMUl0aEZ5eW9udEVpc1dSbG1ISGVYdlppTXdGN2RfbXJ6ak1uLTkteU5XeHI3eWdCazFyZWdjZktCelJMaVlZ?oc=5","72","0.3","","84","0.3","","44","0.3",""
"Northrop Grumman","Manufacturing & Industrial","75","Tier 2","30","no","2026-09-07","74","0.3","","85","0.75","https://news.google.com/rss/articles/CBMi-AFBVV95cUxNa2JlTE02NlJVM3VUUXh1aFZmUkJoQ09rc3p3bEZJNHVLdVc1WjkyamFaRVJoZzUyTzlCckp3Mk9IVm9oSlNXTU9rWXhBancyVlFrbmZXS1FDWUdic0ItVXJzWWJwcUtMNHZ0eHZWNS1uajFpV283UW92bTQ4MFBGdWdMamh6UDJybDhfQWFLUTFfQ2RIXzZwcVhXODROQ3FtLWlldmhZd3Vwdi1XUzlFMDd5WC0xVHVYM1pnZnhnMUs5ZFhmRHJfTGQwNElQTXVZWXZDRGhFazA3OW0xUmJ5bl9GSmQ5TFJ2c1FYUHpJbkEtWHVITTM3cg?oc=5","72","0.3","","84","0.3","","44","0.3",""
"GE Aerospace","Manufacturing & Industrial","75","Tier 2","33","no","2026-09-07","74","0.3","","82","0.75","https://news.google.com/rss/articles/CBMiuAFBVV95cUxPc3lscXVhOUM0a3hsLTl1T0M0UHZfNVVPb1hGLVFGVTNPblkzU1B2Q0FRSl9ZQm9FYzlJSVdYTEY3VVNLSlBndUNEX3F5RUVTclVxRlFZM0o3UTk4YTlwa05NM0NuaWJ6dnRhbE1RTV9zbU9lTnR0SjZwNDJsSldEcXRybkJVYnkyd2ZzYjhLWU1vQ24zU196V0RTUEdUQjhlamIzUG1INzN4MmxqOEUzR1BVNjhlVjNk?oc=5","72","0.3","","84","0.3","","44","0.3",""
"Siemens (Americas)","Manufacturing & Industrial","75","Tier 2","20","no","2026-09-07","76","0.3","","65","0.4","https://news.google.com/rss/articles/CBMi6gFBVV95cUxQRGstc01QQ0hoeGg4WXBIOEJEVkRWQy0zTEpBLUFfRUp5OTBPMG81a0hIRmktRTdCYjJKdVRCNEp4NVlQV1FUUkVieEFZYlF5MWktNVA2bWhkajRCblpIQi12d3FWODlXcnJOMlBzcEI0cTZYLVoySDVVWlk3WUlIQ0EzS1l3ZjhseEdmNjRBazc5UGNJcHdxSVZWb0VIa3JKRlc5Nk02UktiQkNRUWFJTTVZM04xbnItR05OUXhnQWVQVm5UbWl4M1NJZVhaOGV6ZWQ3eTlZMV83OVlBVklmSUEySFBUOU92Nnc?oc=5","76","0.3","","96","0.3","","52","0.3",""
"Unilever (Americas)","Retail & Consumer","75","Tier 2","19","no","2026-09-07","72","0.3","","72","0.3","","76","0.3","","100","0.3","","36","0.3",""
"Warner Bros. Discovery","Media & Entertainment","75","Tier 2","32","no","2026-09-07","72","0.3","","81","0.75","https://news.google.com/rss/articles/CBMimAFBVV95cUxQU1M3a1RRYm1ZdjA4NG1TdkNVYzNKekZPZmVnOG1BV2pUZ05fTTFWRWpwOTNDLXNxRHk4VWpkbkEtVm55WUZOM0M0SUY1Uy1Ib3RwUndNLTlIakhPQlZyd2FsaEd0ZkZDbE1iMTluUTNUaXZrc01aVDVGUmdPT0hMc1RJeHY4eUFvV0NUNk9SbXUwcWEtTG1WUQ?oc=5","82","0.3","","84","0.3","","40","0.3",""
"Paramount","Media & Entertainment","75","Tier 2","33","no","2026-09-07","72","0.3","","81","0.75","https://news.google.com/rss/articles/CBMipAFBVV95cUxOSHlSVThvS18wZjdTdWd0b1Z5anFWRUt0WlNRTTZYWEYwZ29fakJRTHRNV3lJTmxEUlIxZTlQYTE2b1VUb3B0QTRGbVRTVnN1SnkxZzlRYURKV0QtdnlzSHh4c180YTJFMGtuT3YxaXNkMkVVVVZJQ1JOZWFRYWJZUWkzTHFhcGNwSDBPc3E5TjlGRXlCSmFOaTVZeE5ucHZMUk5qVg?oc=5","82","0.3","","84","0.3","","40","0.3",""
"UPS","Logistics & Transportation","75","Tier 2","33","no","2026-09-07","72","0.3","","81","0.75","https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBvU2hpT3p0TTdyWTdYd0ZtNmdRSFVBak1QYlV2eGpFOEIxN0VzLVdTV0p5cjdQX0xRTlZnYWxlOWthRWswTUs2VGpYUTFTUmhSVzRlaGtKMVB2U2xfTmJRVWpoWjJtT1U?oc=5","76","0.3","","84","0.3","","44","0.3",""
"FedEx","Logistics & Transportation","75","Tier 2","33","no","2026-09-07","72","0.3","","81","0.75","https://news.google.com/rss/articles/CBMinwFBVV95cUxNSkpndVBHa2JPTEYtUVV5bVNVVE55bVhSSEhmejR0RmJoZUxQQ0hydTRZRXJObVFLdnZKV1c3YkhZWGFpaWlWc2VBYXVHZWpkNHVZN0FhZ0ZtbGVZV3BuMHhKWlZmUlB4eGtwdHpxb01uYWh3eFJUUS1ZTkFGbXA4V3JLVGtuRXljOWViOGxpU2ZYQnJPejNjNnc5LXlSRlU?oc=5","76","0.3","","84","0.3","","44","0.3",""
"Gilead Sciences","Healthcare","74","Tier 2","33","no","2026-09-07","70","0.3","","75","0.75","https://news.google.com/rss/articles/CBMimAFBVV95cUxPY1pDM1VFT29kSDZ4Wmw5ZndBeVVsWEVnMVRZel9INHpRMHhNY3BjendVWnRjaW9lYWxVRG5TRklobnNMcy1GQ2s1NEc4MjdmaHpGVHZaMm1oT05qaFo0SWZTeXh0cXVUTDdQbElrQ1loTW01b01jOHZLSDFWdHVoeWJWR0FFcFZHTjFDdFFTUmFFekt3YkJpZA?oc=5","74","0.3","","94","0.3","","46","0.3",""
"UnitedHealth Group","Healthcare","74","Tier 2","33","no","2026-09-07","82","0.3","","84","0.75","https://news.google.com/rss/articles/CBMi6AFBVV95cUxQeW1TM09wYkJIVjQ2cUdNNE84eU1HQUhkdTlvZVlWcTAtVzZNQS1UWE1RckVSRWRhTG5YUTZHRWE0MVQxbHFfMHFqa01tNXNXLUtnajF4a1JnTnR1WUs4d09QRFFYSjRhZ0NHRkxtVUNNNzFBNE9hRElQMC15dVZpQm1fVFFtQlFSWi1veTl3NG13ZFpSbkJGVTlhU0RiTWFPOWhrMWVvc0doQTNpWjJhMC03OGlpcWdOVU1LT0xWRGdWXzU4OUxjUDBremdDQTIwd0h3bTBGWGJiOXBNTFd4SmFTQVdrNmV1?oc=5","80","0.3","","52","0.3","","58","0.3",""
"Medtronic","Healthcare","74","Tier 2","32","no","2026-09-07","76","0.3","","87","0.75","https://news.google.com/rss/articles/CBMiuwJBVV95cUxPejZjRWFZZkNyX0tVbHhMRHhjTDFRbFdhaWdHc2ZZVWZDZ21RYlhaRk5mTE93SXBGbDhQaGxpRUJubmltZU1VVklkb0NaUV80SjRvYndiZGQ0c0VUVDBDQ1NaU0lNMTFWUHFXUVExOVpXbFh3OExjazNNclRmaUtrWUE1VEl5dlNSSUJHXzNzNjdBYlBsOWlmV2Q4azR0RVdEbi10X2huZ3BNNEM0ZjBjVXhmWFc5aEo2R0NiVHFOMkZmYWE3ZEtHNW96M2dqR0F6YW1NOTJjbG5iN0huSVFNSmhyQUM1OGEtSzlEOGN0anBBa3RNTnA2QkFjMWhMa0ZIN2dKZlNWTWlsRmc2M1NwaVRqX05kN2w5MFRHZF91U3BRRjhLNG1tMUg1Rjl3dlBwMVNzM2xxWmVTeVU?oc=5","76","0.3","","64","0.3","","50","0.3",""
"Abbott Laboratories","Healthcare","74","Tier 2","32","no","2026-09-07","76","0.3","","87","0.75","https://news.google.com/rss/articles/CBMipAFBVV95cUxQd2RqLTVfSno3TzRGdEdsV3Y1dmxCRjQ0VWJQN3VhMXAwMHF1bkFDM3kzVklzU0RwaXRrVGRJRWdwT01uMnN1cklYSUJyc3dBYmxLdjc1VmdSU01NSVYxZUlUYmtHem10Q2NER18zVkxOWWQ3MjhOZWtaa2J1Xy1FV3dPUmRYMkpLWlZlbXlZUl9jdGdJY1hpWWxUQzk0VnVKdTRsUQ?oc=5","76","0.3","","64","0.3","","50","0.3",""
"Rivian","Manufacturing & Industrial","74","Tier 2","33","no","2026-09-07","80","0.3","","93","0.75","https://news.google.com/rss/articles/CBMiX0FVX3lxTE1YNE82LU03UGRRYTVJdlZnRkpqY0ZWTFp3N0NQMHN5VXlhU0p5THpzN1hEeVNlTDh2WXBNdVRPajE0M0g4TERaNmRtOHNMaHd4Z0RQUURaVGxHQ0I5dDFZ?oc=5","76","0.3","","51","0.3","","50","0.3",""
"Stellantis","Manufacturing & Industrial","73","Tier 2","32","no","2026-09-07","72","0.3","","74","0.75","https://news.google.com/rss/articles/CBMi7wFBVV95cUxNdjdoWkRldUZpT0FIamNvM1N1VFRTcmZsbmRwdGRkQWNFVk1NOFNHTzBXZ2dySUw0akd6RnQ0bW5ja0w2TkRHUlpFakYtOEhpbmhmZlNUWHp6T0hnLWpPVWlaOG5va2J6cGZwLVRNbzhZRWlmbmN2Z2FmZTFCS2tMdHB0YUJyWE5Sd3RHRXU2OTBpTUN0S0x0SW5UdjFtRWF5TDNtaDBrb0FUNUpJazJNQW1Odk0wUE1oN29RTldMcXUtVTE5Sy16N0VOLWtpZXB2QmlPZ0ppeWFGVHBXNjBJVnRsQVpFaVpRQTkzWFp2dw?oc=5","72","0.3","","88","0.3","","46","0.3",""
"Berkshire Hathaway","Financial Services","72","Tier 2","33","no","2026-09-07","66","0.3","","77","0.75","https://news.google.com/rss/articles/CBMiiwFBVV95cUxPc1lLWVpXWnFzQVRBYVUzczVRT0JaSldOeXdWY3E0NkdkMXlHUXl0UllCaE81aFV2Zm12NmZ0b3ViU0xOU0xEbzk5WUw2ejlCaVZQWGN5RnJpbVltRzcwV3A4MjZPOFhaR2g1bGZ6RG11NEFSQTJ1OHd6Z19DTXBieDljSXg5QXI0WjZv0gGQAUFVX3lxTE1VNGJ5VTFJTVdPdTVlSHV5Z2JSS2JFOXRUUGFwd1FlT2JLZDM3X1ZweG55MHNHOVhpUHM0WU9SYXNDRUNEOWxJQld3WkxfRks0YnRzZjFCTUhCSFZPUkFRVHVnclo2Q3F1UWJ1UjlUUEh2T0JMaUtvX3NxNU8td0QxVzhydkttOXAzZmRIUDN3TA?oc=5","74","0.3","","88","0.3","","34","0.3",""
"AIG","Financial Services","72","Tier 2","33","no","2026-09-07","66","0.3","","77","0.75","https://news.google.com/rss/articles/CBMiXkFVX3lxTE44Qm54TXNwV290TmRGNGFlZVRWRDJPNTJqeHJlOWRvODl0by1BRlVaNFIzVFNzUEVnQWFZcGpHemJtaGU2YUY2SlpLNkFfMHlEbVFmaEVkMk5ZOGpScVE?oc=5","74","0.3","","88","0.3","","34","0.3",""
"Caterpillar","Manufacturing & Industrial","72","Tier 2","33","no","2026-09-07","62","0.3","","79","0.75","https://news.google.com/rss/articles/CBMingFBVV95cUxOYmVUZ2dRV0k5S1FpZDQzeHEyV2QyVUZ6dGpSNHpXQ1pzM0pLekZEc3lHWG9QMDRZMU0zdDBQN1JyMlVOQjJCcXY0S0pWMVM0YnAxYjVVU0VxaU5SNXEzQ3l1T2kxaUczeEt3UWNtcG9vVEFsOEdVdG1VYTR0Q0JNZHpqN081LUxoaVFPdGc2RWNiNENGU2tsbGh5YlQ3dw?oc=5","68","0.3","","96","0.3","","40","0.3",""
"3M","Manufacturing & Industrial","72","Tier 2","33","no","2026-09-07","62","0.3","","79","0.75","https://news.google.com/rss/articles/CBMi1wFBVV95cUxOQk50RUVFajMzTi1QajJjODVvSGlfUEpSZHVjVmsyRWxiNkpWMkR2R3RLdlVQbjROejBLZFFpWDc5ZGJMZGRVWGZMbGNldjNNV2NCVVRuLU9TZVlYSTZaYk1FWlZDMk5zQkloQU5PSjVUdW5pY3N3MmIwVTF0TEwwSFlwRzcyb3dtME5BYXB0T0tKdW15enZqZ3cwMGtKVkQzZkE2MnEyRXZSY1NqXzlnVnNlWGpjOWxUOGFkeTRHeWFHMmc5R3NCR3JRRXZkLUR2dHo4ZURjVQ?oc=5","68","0.3","","96","0.3","","40","0.3",""
"Illinois Tool Works","Manufacturing & Industrial","72","Tier 2","33","no","2026-09-07","62","0.3","","79","0.75","https://news.google.com/rss/articles/CBMimgFBVV95cUxQNWFHZVl6V0Q3NEJWbnJzUXhMZ2d3bUZvdnN2NHNUTmtsMGFYUFVpbEw3dGhwRzE2UWwzb01BdVJIamZESkdxVU1LbmsxUmdKT0IwS1VHdVBtWWlDZjl3a1NrRXliY0w3eWNMNmpHWmNzbENNLXRiNzNkaTY4QV9vY1M3cWpRem1QSXhEOHp0Um9JWHhnSHZLbW9R?oc=5","68","0.3","","96","0.3","","40","0.3",""
"Dow","Manufacturing & Industrial","72","Tier 2","33","no","2026-09-07","62","0.3","","79","0.75","https://news.google.com/rss/articles/CBMijgFBVV95cUxPWllJRHlkbl9qWFNKZjJjd0RQc05EMnpiSkhqOFZBb2xpdDdsYkhnc1Q0M2ZmM0k0R1F3RlhPN2pGRURRbmNyRDJrcFA2czlWZnVxWFhyNWFpc1B0OUR1eDIxdF9RaElQRXNmS0t0VHVsQllSM3VydTdEbld1dG1uRzdYeUNjZi1ZejBYZnl3?oc=5","68","0.3","","96","0.3","","40","0.3",""
"Marsh McLennan","Financial Services","71","Tier 2","32","no","2026-09-07","74","0.3","","62","0.75","https://news.google.com/rss/articles/CBMi2gFBVV95cUxPMlg0Q3FmU2NlSl9DYzFkV0dLS2pQcVRnb1h6S21MZDRzRWt1aTkxLTU5XzluUkdLY3dpTGo0Tktrc1UzX0ZidGU4MkVWZjU0elVxdDZ6d0MzUVBlWFJyZkp6cjRjRVRFRi1IUHU2ZXBvQVFOZWZyOGZ0VzMweDlJT3NfZnFDcWlpZ3Bza2ZzOXVFNXI4S3lnODRFaGwxTHBzQXhOY2FvRkszenpLSHlpU3kzdDI1eHB1YlVFOHpRWUtGY2hOYVlxWmNsNS1nRHJsZkRqcURGYkJSZ9IB3wFBVV95cUxQd2xuTlRkS09tNzlfWjZiYTNGS2J2SFJESVJseEVmcVUta2Y4cTFERnZ4NGQxRnZqbXhGbUs3bl9rQmlwdDFXTEozZ2FWTWpaaE1IVTNTUWhkZWpvVlN5LVlGNkdGSVU3aEc5aV9CTG9aNTFZWGxMZGFROFdvdWx4NzRzb1RPOVl0bTFDbllERGZDdmNUeGRWSkNvSHhoSktaTGpnSm1QQjdKclJObGlITG5SUWZFVTk3bkE1NDJETmF2cXBaX3ZkRmg4UmxQTlRrc3NMVk52RjZudHBRMURz?oc=5","78","0.3","","88","0.3","","38","0.3",""
"Schlumberger","Energy & Utilities","71","Tier 2","33","no","2026-09-07","68","0.3","","70","0.75","https://news.google.com/rss/articles/CBMib0FVX3lxTFBEanJZTmNZWmhKQll6blBkd2tqNWNlVExqbHE4WlRpMFNPZXBJY2pQczY1NGo3bXVmeWx2UVFyMjkxLW5XaVNDZlVFNE11VlR2VDJtLUVubjR1VXNaY29DeXdjOTlDTF9IaVBYVlN4UQ?oc=5","70","0.3","","92","0.3","","44","0.3",""
"Shell (Americas)","Energy & Utilities","71","Tier 2","19","no","2026-09-07","68","0.3","","68","0.3","","70","0.3","","92","0.3","","44","0.3",""
"Boeing","Manufacturing & Industrial","70","Tier 2","32","no","2026-09-07","66","0.3","","77","0.75","https://news.google.com/rss/articles/CBMijgFBVV95cUxPWXUyazBnWm4tLVF4cWc0SzJ5M24xcDgtUjUwX05ETm5LQzJ5d2xDQzJXQmVfZjlvQWIwRVFQdFE1cVdqN2NXWFZ1Q05xRGdFdV9NTVA5ZXdsR0NNNHkxbWp2QVFoSE5FRlpUeE13RW1WZ0dqZzhXYVdmNFh4ZUwtaE5WVE1tdlRZX2hnQ253?oc=5","68","0.3","","84","0.3","","40","0.3",""
"Mondelez","Retail & Consumer","70","Tier 2","28","no","2026-09-07","64","0.3","","64","0.75","https://news.google.com/rss/articles/CBMilwFBVV95cUxQNXFUQzFXWV8tQlBoYUp2VDlQSDJrWW43VzBZcGpmSmZuQk9MQzBuSTVNbnh6UEt6dGRYUkF5cldnVGp5bGYxMXZpSmtpZGFDck84YThmcXdKMURocktiSXE5QzVLQjNzcVpzbUNlSkZFN2JUUGVRWC1UTFFBQlVMSGdrREI1Z1FyZ3hvUzBETlZKb1U1aUJn?oc=5","72","0.3","","100","0.3","","32","0.3",""
"PNC Financial","Financial Services","69","Tier 2","31","no","2026-09-07","74","0.3","","70","0.75","https://news.google.com/rss/articles/CBMif0FVX3lxTE9UMVF1YU9aSTFiZ0xNeEdoX2JiTU1qckh0aHVzNU84UlAzNDMteURYeGowelFiNDFBQmJDc2JFNVN0M2hFcWZ5ZTdOT2U0UjluNmpKVVNSNW45QURUMnJLbm03SWo3RzdyeDRlSU4wcUhkZ1NsUEhiOUpqV0txWlU?oc=5","74","0.3","","72","0.3","","42","0.3",""
"Chubb","Financial Services","69","Tier 2","32","no","2026-09-07","66","0.3","","68","0.75","https://news.google.com/rss/articles/CBMiREFVX3lxTE9KeC1sU2EtUDQxQl9Qc29kdE9LWnlrZ1V6Y3c3MkJ6SDBZX0YzSFlxNmxEVm5mUjRoZ1B1S1dPTEtSWHRD?oc=5","74","0.3","","88","0.3","","34","0.3",""
"Progressive","Financial Services","69","Tier 2","33","no","2026-09-07","74","0.3","","85","0.75","https://news.google.com/rss/articles/CBMiZEFVX3lxTE1JcExzTVl2bVRva3k2bk01VE1LZ0dzUkxHWUFpQlhwdm9nbHlGZk9QT3hOekt0ZnpLU2tfc0d2YkFVX3A4dG96NFFJUzdReXdBUjRocE9oXzV2Qi03MUlCaVlOZEI?oc=5","78","0.3","","51","0.3","","38","0.3",""
"Stryker","Healthcare","69","Tier 2","33","no","2026-09-07","76","0.3","","68","0.75","https://news.google.com/rss/articles/CBMi7gFBVV95cUxNMk5OcVQxRkp1VFJheGhmN1BOS1BpYjNkWmVLaDBJb2VYd3hLVExkaUFuTFd1WTZFdWpzRVg4d0lvbTBBd0VYeEpCZXFyMmxRbVRlQXVtV055YS0wcEpEcTFPYkh3UHhta01acDJnN0F5QmJXT3B0U3I3cDQyd1NWN01xV3ZZTHAtTlJHVHJhOU1oZW9oOWlfWTk0YTY5eFpjWXlQU250VTZPNmgxaUZTNl9CaElMQXJad083VkphTENLdUl6Zi1KYjNPNmlzMENMd2p2cEdwVXlzN0UtZWZqa1VkMXdTbGhDUVo2bXln?oc=5","76","0.3","","64","0.3","","50","0.3",""
"Colgate-Palmolive","Retail & Consumer","69","Tier 2","32","no","2026-09-07","64","0.3","","61","0.75","https://news.google.com/rss/articles/CBMimwFBVV95cUxPOEtsenp5THIzY1p0Rk9iaHExcVpjMHE2VndzNXFGQjlOU2ctMmZ6Ml9tU0FaRTRMTHhFODFGeFctVm9pUGw0bFBkXzBqendCVEZ0Ri15UHZzT2ZSRm1ST3IyeHduMXF1d2d6X1ZibEI2YV9pbE1fOGN2dmNoUFlBSU9rNnViNE5kandoZGFmbXFNaEVUdDA4YWJTNA?oc=5","72","0.3","","100","0.3","","32","0.3",""
"Estee Lauder","Retail & Consumer","69","Tier 2","32","no","2026-09-07","64","0.3","","61","0.75","https://news.google.com/rss/articles/CBMitwFBVV95cUxQY0stSEQ1bEFITS1ibDlCYU91a1BxZzZoNk80UGJpeHhDTjVYaXJSdmNDdVg4ZzVLZ1RVVzZDWGtHZ2o3aVlTdl9NNHNwRTV2YVhRSW5IOXR4TzdGQVY1YTdQalk4ejdnOU5wZzdKeW9qcmZRaTliSFJCa1ZBMk1vQi1Eck9vR2wzb2k1bW56WnJkX0FMN1JwT2VoM1g1M3puMVVoWU4tajROU1VybWE4VVRpTzFpYUE?oc=5","72","0.3","","100","0.3","","32","0.3",""
"General Mills","Retail & Consumer","69","Tier 2","31","no","2026-09-07","64","0.3","","60","0.75","https://news.google.com/rss/articles/CBMifkFVX3lxTFBhRmhqMjRvVU93ajZ3OUFoR1dtSWJYcEhuUlJhMm1WQWRmaVdqaXBxZG1RcEpwS3o1bmtXamo0aHZVcmpqNjJTZjkyX3pmTF9HRWpzdnJQelJVelNUa2ctdGFEc2hPZDNzaFN4UG9CWXd5aUhub2ZZX0VjWnV4dw?oc=5","72","0.3","","100","0.3","","32","0.3",""
"Chevron","Energy & Utilities","69","Tier 2","33","no","2026-09-07","60","0.3","","75","0.75","https://news.google.com/rss/articles/CBMinwFBVV95cUxQNmtOMnRJVnZpV0VpVE1FdDZhSGJtLWtoY0Q0ODhXaVpfdzBmQU16X3A3MUw5TEo2T0VoRTBwZXlvX19kLXcyMFVXUE9yNGpxekRWcG4wOFQzYVJiMHJVWTEtY0JiOVhyeXlhaS1EX1ZaRDhPN1Q4S2tCOTlNT216eVl5WnhBeFpNa2RDOVBhWk1CdElYMWZ6eHZqSFBjN1k?oc=5","66","0.3","","92","0.3","","40","0.3",""
"Phillips 66","Energy & Utilities","69","Tier 2","33","no","2026-09-07","60","0.3","","75","0.75","https://news.google.com/rss/articles/CBMiwgFBVV95cUxPZUVXcDlSajN6aXNrWEcyT3gyV1ptNUNXY2ktTHZIWXo5WVJaZ0V0dFA0SHdKZ3liR0c5Rnd6WWV6WWdEVVJQNnJXamljZW9nVUVDaG5rRl9xT3VESXhuTHRwVDEwZ1A4TmVQSWlibEplMkxLTVJxSmpNSlRpaEwyNDZCXzJzbnQwejJhTlRUYm9WSWRLZlpCVW5pbTVQRHNSa0xXR096NWpSVWVBb2lHemxEOW8xTEdhNlVwN2J5REFTZ9IBxwFBVV95cUxNd1lHanZpejltb016djJYcnZUVnY1TGpROFp6QVVFY0VKa2RweHlUOFM3UEtJWnBKMmZhOEFteTAyaDR4dWpPMHdCQUhtbklTdXB3OHYxLW9KVHdMTkN0aWpoTGxlb2Zrc3JxQzNGamJSeUVYdWRYZHFWNDJLQUJPTmRWekpTSGc0eFlpWkJHS0hEaElTbEdmeHBGN0pvU0Jxa3E5Rnc2NHhqVGp6N0ltSEVUUUtlYVl4My1nMll6bF85WlhXVzhR?oc=5","66","0.3","","92","0.3","","40","0.3",""
